CODGEO,LIBGEO,part_ouvriers
0,25.8,0
8.7,21.5,13.1
9.9,0,20.3
5.5,14.7,40.9
0,20.4,18.2
4,4.8,77.9
4.9,18.4,36.4
0,49.8,50.2
0,21.1,21
0,33.5,0
0,0,49.5
5.6,14.1,18.9
13.4,19.7,41.9
8.7,6.1,24
0,25.9,26.2
12.1,11.6,36.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.8,31.3,24.9
3.6,22.9,28.4
0,30.5,39
0,25,25
0,31.6,20.7
8.8,17,43.4
0,14,13.6
0,21.1,14.2
3.9,18.7,23.8
0,22.2,19.4
0,19.1,23.1
12,33.5,18.1
6.1,29.8,25.5
6.6,23.5,27
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
11.7,23,31.3
7.4,31.8,29.5
0,0,28.7
0,37.2,49.4
3.5,32.2,34.5
6.2,9.2,57.6
35.6,0,28.8
0,14.4,28.3
0,0,0
12.5,0,62.4
0,32.4,16.2
32,24.9,18.2
0,15.6,23.5
0,0,100
0,7.3,63.9
0,52.6,0
0,33.3,13.2
0,33.3,16.7
0,24.7,26
0,0,0
0,15.2,31.6
4.6,17.5,18.5
0,7.9,68.3
0,20.1,60.1
0,0,66.5
6.9,6,30.3
0,0,25
4.4,32.2,41.3
6.9,32.3,17.3
0,34.7,18.1
0,0,100
17.4,41.9,17.8
0,29.8,20.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,21.4,13.4
7.1,44,22.3
6.1,24.8,31.3
0,55.6,0
11,31.8,23
0,38.6,39.9
0,14.4,53.5
0,28.1,28.5
6.1,13.5,50.9
10.4,15.6,26.7
7.1,15.8,39.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,29.1,23.4
0,23.1,53.9
7.6,38,28.3
0,60.2,19.7
0,0,50.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,14.9,23.5
0,16.1,25
33.3,0,0
0,63.6,36.4
8.1,7.2,19.4
0,40.9,17.3
4.5,20.2,38.8
7.3,28.6,22.1
0,20.1,29.6
9.4,33.8,22.7
5.5,34,20.8
4.1,39.1,28.3
0,19.8,50.2
24.9,0,50.1
0,50.4,0
0,20,20.8
3.8,39.7,21.5
0,19.5,47
14.7,33.7,13
5.3,24.4,31.7
0,1.6,23.7
5.4,12.9,50.2
0,18,44.8
10.8,22,32.9
6.1,38.6,16.4
9.8,24.1,38.6
9.3,23.9,33.2
10.7,34.4,11
3.1,37.8,24.8
5.2,21.4,32
0,16.2,62.8
15.4,27.5,0
0,0,21
0,40,39.7
0,33.8,20.4
23.5,23.9,52.6
4,28.4,39.9
13,9.3,19.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
7.9,6.3,51.2
4.3,13.9,42.4
8.1,22.7,14.8
8.1,5.5,47.4
1,17.5,46.6
0,22.8,10
0,25.1,37.5
4.6,31.7,41.6
0,50.5,16.3
9.5,19.3,40
0,17.4,18.1
4.6,21.9,30.4
0,32.8,0
65.9,0,34.1
0,6.4,31.3
5.3,11.9,56.7
0,48.6,0
9.7,25,22.4
0,12.6,37.3
0,0,43
0,20,0
0,0,9.8
8.3,8.3,24.9
16.4,22.4,11
0,34,0
11.9,10.8,20.9
5.4,9.9,65.5
18.3,0,17
0,25,0
0,25.7,0
2.4,24.7,34.3
1.4,21.9,36.4
25,0,0
0,40.2,39.7
0,33.5,0
6.6,33.4,40.2
0,14.6,50.1
0,0,33.3
1.7,26,32.2
10,29.1,27.8
0,9.1,9.2
5.9,33,31.4
25.6,24.3,28.3
0,18.1,18.2
54.2,9.6,11.1
0,20.9,40.2
3.1,26.4,18.5
10.6,21.3,17.7
0,0,33.5
0,26.2,42.6
0,23.5,45.6
4.9,10.1,47.9
11,22.6,21.7
15.2,32.6,16.4
0,0,20.4
0,0,11.9
13.9,14.5,0
0,18.7,18.4
7.3,21.8,27.1
0,46.2,6.6
0,0,36.5
0,26.3,16
0,0,17.2
32.4,0,24.3
0,33.9,49.2
7.7,23.5,27.1
0,19.4,4.5
0,0,0
0,25.3,58.8
8.9,27.3,30.8
12.2,0,11.9
0,16.6,16.4
0,18.8,29.9
6.7,13.1,26.5
12.9,25,34.2
0,7.7,54.3
3.5,15,40.4
0,0,100
12.1,13,21.6
8.8,28.1,0
10.3,35.7,15.2
3.5,31.9,21.7
0,35.4,18.4
7.4,27.2,19.1
11.7,24.8,36.2
6.1,10.7,35.3
0,0,17.2
32.7,0,33.7
5.4,27.3,18
7.6,35.2,23.5
5.7,17.1,47.3
0,31.7,24.1
5.1,18.6,40.7
0,39.8,0
9.3,27.9,33.3
0,12.6,37.7
2.3,17.7,39.2
8.2,30.8,28.6
7.2,51.1,0
0,15.6,43.2
0,0,17.4
0,6.3,31.6
0,0,50.5
20.1,0,39.6
0,22.2,10.8
14.1,20.6,33.3
6,45.3,9.4
0,37.2,46.8
23.5,51.4,25.1
3.8,13.4,54.9
6.8,36.8,31.5
5.4,37,26.8
0,0,57.2
2.7,13.2,49.4
0,0,0
8.5,8.3,16.9
0,0,29.8
0,23.9,14.5
5.9,22.3,28.4
10.5,21.4,33.1
0,13.3,33.6
0,16.3,13.8
0,21.6,59.5
2.9,20.4,26
9.4,13.4,60.6
6.4,40.7,16.8
6.9,26.6,36.3
11.2,34.5,6.3
7.5,15.7,31.9
4.1,24,35.6
0,30.3,29.6
0,51.7,22.4
17.6,0,0
21.1,21,5.1
0,10,44.3
9.1,28.9,26.6
11.6,25.9,27.3
20.4,19.6,0
0,26.5,23.2
0,25.3,0
0,100,0
0,19.6,9.7
7.7,12.5,6.3
0,10.2,10.4
3.4,7.1,41.4
33.3,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,13.2,48.6
6.4,29.2,34.5
0,16.1,42.4
15.5,12.8,39.4
11.3,55.4,15.7
7,24.5,30.7
0,0,25.2
7.1,22.2,17.1
0,0,50.7
0,0,79.9
0,0,58.3
0,0,40.2
3.5,15.6,44.4
33.3,33.3,0
11.3,28.4,29.1
0,0,48.7
0,0,0
0,0,34.3
0,16.9,24.3
0,16.5,17.5
0,42.7,14.4
0,0,32.3
2.9,33.4,47.8
0,21.3,22.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,13.7,20.1
0,13.4,59.8
14.8,19.9,14.2
0,19.4,12
6.2,18.7,19.1
12.9,23.3,28.4
10.4,24.7,34.5
0,13.7,50.1
9.4,9.3,54.1
13.7,0,28.3
0,0,48.5
0,27.8,0
10.7,10.3,25.7
32.8,0,31.7
0,0,22.1
0,0,74.7
0,0,55.2
0,0,50
0,5.8,17.8
12.9,15.6,44
8,18.6,30.2
0,0,38.3
14.8,14.7,31
0,49.5,0
12.1,12.1,39.7
6.1,23.6,18.9
0,28.7,42.1
7.9,8.8,37
6.2,5.9,17.2
0,0,39.5
11,21,42
10,26.7,30.5
3.7,7.4,56.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
20.3,27.9,11.8
8.6,32.8,40.9
0,45.7,54.3
0,0,36.9
0,0,0
12.7,22.3,26.9
0,28.2,57.5
0,50.4,0
0,44.1,0
0,24.8,25.4
0,33,33
12.5,45.1,14.1
16.7,33.3,0
19,19.2,7.7
8.3,14.3,19.8
0,27.5,15.5
0,0,0
15.6,31,22.6
6.8,11.8,39.9
15.3,30.6,11.8
0,100,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,34,32
N/A - division par 0,N/A - division par 0,N/A - division par 0
3.3,11.3,37
0,65.2,34.8
0,0,0
20,0,15.9
0,12.1,56.9
0,0,72.6
0,33.2,0
0,0,14.1
7.1,0,20.8
0,51.5,48.5
0,0,0
0,0,0
0,9.9,10.1
4.9,18.7,58.8
0,52.5,47.5
8.5,9.5,44.8
15.8,41.7,7.9
0,0,46.5
0,25.6,24.8
6.7,29.5,33
0,44.2,11.6
0,36.8,12.8
17.2,32.5,16.8
51.8,0,0
0,50,50
0,50,0
3.2,14.6,30.2
0,0,39.9
5,60,14.9
0,14.2,28.6
0,20.2,30
16,32.9,12.1
6.8,21.6,36.2
10.6,14.5,46.4
20.2,0,39.3
0,21.1,21.4
6.2,0,30.6
0,0,100
0,33.3,33.3
25.2,0,24.8
0,0,66.7
5.8,35.2,13.8
0,43.5,0
0,0,37.4
0,33.8,44.2
0,31.5,0
0,0,48.2
5.8,26.5,24.1
0,7.1,43.5
0,0,0
0,0,23.1
12.3,0,12.3
0,10.8,45.1
5.6,0,30.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,53,16.4
40.3,39.5,0
0,0,0
0,33.5,32.9
0,11.7,28.8
0,0,61.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,40.9
4,13,37.7
12.5,9.9,38.6
0,39.9,25.6
0,24.4,44.7
0,0,71.5
0,31.6,68.4
2.8,19.4,38.2
0,39.9,7.1
0,40,22.4
0,22.1,26.9
0,24.2,48.9
0,66.2,17.2
11.9,15,50.2
0,0,50.4
0,8.8,36.5
11.7,0,46.6
18.7,11.4,46
31.3,0,34.3
9.2,22.3,44.7
8.1,38.6,17.7
0,0,13.5
100,0,0
0,0,0
26.8,9,36.4
0,0,57.1
28,0,41.9
0,20.1,51
0,20.7,13
16.7,16.7,16.7
2.3,25.6,18.9
16.5,8.4,16.9
17.7,18.1,51.7
0,41.5,16.9
0,28.4,13.8
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
16.2,16.2,37
6,25.5,27.8
15.6,17.9,16.5
8,6.7,50
1.7,11.4,50.1
0,0,0
4.6,9.3,20.3
0,13.6,25.2
5.2,7,40.5
0,10.6,21.9
2.9,17.4,33.8
0,72.6,27.4
13.6,18.2,42.8
0,30.7,14.6
0,50,0
0,0,34.2
6.7,25.9,27.2
0,24.2,23.9
17,0,28
0,0,0
0,0,40
0,0,51
0,30.9,0
7.7,26,28.2
0,0,60.1
0,49.7,0
0,33.2,0
0,51,0
100,0,0
0,50,0
0,1,55.6
0,25.3,0
9.4,11.3,12.6
0,0,0
0,50.8,0
15.4,26.4,24.4
7.8,14.8,34.6
32.5,17.2,33.2
0,0,34.6
0,29.7,30
4.4,5.6,41.3
0,42,30.5
9.9,27.2,36.7
0,34.2,12.2
0,0,0
0,0,0
0,0,0
7.7,38.8,21.5
6.2,22.1,6.2
0,0,0
10.6,14.1,44.6
0,77.2,22.8
7.2,12.9,29.9
14.3,24.4,32.9
0,12.6,31.3
7.3,35.9,27
0,11.9,14.4
6.7,6,35.1
0,100,0
0,7.2,54.7
0,0,0
0,12.9,38.8
12.4,0,28.1
8.6,9.7,65.1
0,66.7,0
17.2,35.6,19.5
0,17.6,8.3
0,32.2,23.8
0,9.9,29.7
30.3,12.1,29.6
0,0,41.3
0,0,0
11.7,43.2,26.4
0,0,61.9
3.3,30.5,43.7
0,15.7,33.3
0,0,33.3
0,0,0
0,20.6,63
10.1,0,30
0,10.4,45.4
0,0,46.6
0,0,0
8,12.8,28.6
16.2,27.4,24.1
0,0,40.8
0,0,70
11.3,11.9,43.6
0,81.8,0
4.7,11.1,48.4
25,0,0
0,16.1,50.9
0,0,0
6.7,24.1,26.6
0,16.6,50.1
0,43.9,41.4
0,0,0
20.4,0,20.5
0,50,50
0,25,8.3
12.1,17.3,45.5
0,0,0
0,0,38.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.3,21.3,26
12.2,0,41.2
7.7,9.1,42.2
33.3,0,0
0,42.9,0
8.2,31.2,25.9
0,0,64.3
0,16.9,46.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.2,22.5,38.8
0,9.3,36.1
0,10.1,49.4
0,31.9,0
0,38,0
0,0,0
0,19.7,7.1
14.5,0,28.3
0,0,59
0,20.9,20.9
12.1,18.4,23.2
0,0,0
0,32.7,18.2
0,26,0
3.3,26.6,25.9
0,0,63.4
7,35.9,25
3.5,55.7,20.6
5.9,15.4,37.2
4.8,9.4,69.3
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
2.2,10.5,43.2
0,12.6,36.8
3.8,45.3,25
0,0,0
14.8,11.9,29.1
0,10,50.1
9.7,9.3,39.4
0,24.1,24.2
22.5,14.3,28.6
0,17.3,32.7
8.7,26.1,47.1
0,0,33.3
0,33.1,0
5.4,13.6,60.9
0,0,0
0,17.8,75.1
0,100,0
0,33.7,0
8.6,13.1,47.7
0,22.2,22.7
0,0,25
0,16.4,33.6
0,13.1,43.7
7.4,19.7,4.5
14.5,28.4,28.5
0,0,0
8.7,10.6,29.7
4.4,7.4,34
0,0,0
0,43.6,11.3
0,0,65.2
0,0,0
2.7,19.2,35.2
0,33.3,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,26.5,46.9
0,10.3,58.7
13.7,12.5,49.8
0,9.4,39.9
20,20.8,21.4
14.8,26.4,34.5
7.8,35.8,13.7
0,0,48.2
60.7,0,0
0,14.2,28.9
0,0,88.7
7.8,58.5,14.7
0,44.3,28.7
8.9,16.8,32.6
10.6,17.3,41.7
25.7,26.1,35.6
18.3,18.2,27.5
0,0,0
0,0,60.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,7.8,61.1
0,26.8,12.8
0,35.9,0
6.4,3.1,28.8
0,12.8,43.4
17.2,29.1,35.5
0,26.2,14.7
5.5,18.8,9.3
4.7,31.3,34.1
49.9,0,50.1
10.2,7.3,55
0,0,60
27,8.3,33.3
6.4,15.1,53.8
0,25.5,38.3
6.4,14.3,34.8
0,21.7,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
12.3,23,26.5
8.7,20.5,43.6
0,0,0
0,11.6,37.5
0,20.8,0
0,64.1,10.4
4.8,10,55.9
0,12.3,24.8
4.4,43.5,25.2
13.2,20.7,21.3
0,33,0
4.5,12,28.6
0,17.6,15.5
25.6,15.6,11.9
6.6,9.7,57.7
0,19,43
33.5,6,11.2
12.4,35,21.4
0,31.7,35.6
0,52.6,0
0,0,100
6,27.7,34
28.9,0,11.8
0,12,46
0,54.3,8.9
9.8,15.6,32.3
17.2,7.3,45.3
7.4,15.4,22.4
0,25.5,0
0,0,0
4.4,14.4,53.7
19.9,27.6,17.5
10.8,20.9,2.6
0,0,0
3.6,13.5,40.4
0,0,66.7
0,0,0
0,0,0
11.9,21,25.6
0,0,100
33.5,0,11.1
0,0,55
12.1,0,27.5
9.1,14.5,10.2
0,0,100
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,8.6,31.8
13.9,33.5,12.5
0,0,33.7
9.7,24.6,35.7
0,0,0
5.6,19.6,27.9
0,0,50.4
11.2,38,0
12,0,24.8
0,0,0
8.8,43.2,16.4
8.6,43.2,28
0,34.1,0
4.3,27.5,43.2
0,11.9,17.9
0,39.8,19.7
33.4,42.4,0
0,0,0
24.8,0,24.8
0,0,100
0,39.7,22.7
19.7,13.3,46.2
0,0,0
0,28.1,3.6
0,0,100
0,0,0
0,0,0
0,0,0
0,46.2,0
30.7,38.7,0
0,0,0
10.1,15.5,46.3
0,6.7,66.5
9.3,27.3,27.9
7.9,29.8,30.9
0,42.1,15.5
0,48.8,51.2
0,0,0
0,0,55.4
0,0,0
12.6,29,35.1
0,0,48.7
3.5,16.1,29.9
0,0,43.9
0,25,25
28.4,20.1,18.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,25
0,0,57.8
0,12.5,25.4
0,51.8,31.9
3.7,33.8,13.6
12.6,12.1,37.7
0,0,67
0,0,0
0,11.8,55.5
11.9,18.2,20.3
9.6,28.2,17.5
4.8,5,39.7
0,0,43.4
8.2,25.5,44.6
9.7,28.7,32.6
5.6,19.9,34.4
0,0,0
33.3,0,33.5
0,0,0
0,0,62.5
0,33,33.5
4.2,26.2,30.3
2.9,32.3,28.7
22.2,9.3,4.6
20,40,20
22.4,26.6,5
0,0,40
0,31.6,13.6
0,20.1,39.6
0,0,0
0,0,66.4
0,20.4,9.9
0,5.8,47.2
12.1,46.8,12.1
0,12.8,49.4
9.4,59.4,14.7
0,41,38.6
9.7,22.5,25.5
9.9,0,50.5
4.2,14.6,16.8
0,0,13.5
9,0,21.5
8.1,52.3,16.9
6.9,8.7,34.4
8.4,47.3,16.4
0,0,0
22.5,25,36
0,22.2,43.8
12.2,32.3,24.1
0,0,100
15.3,11.3,49.4
0,0,100
0,0,18.3
0,0,42.4
0,4,38.1
0,0,14.3
4.5,17.1,38.8
0,40.6,29.9
17.4,0,33.4
5.9,18.8,33.6
0,0,29.1
0,33.2,33.4
6.5,25.5,50.2
0,0,33.6
22.3,39.2,14.6
18.7,5.3,18.2
2.7,2.6,40.2
0,0,0
2.3,15.3,57.7
0,0,49.1
0,4.3,43.6
0,53.6,11
6.7,10.7,50.6
0,0,0
4.5,16.7,45.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,72.4
0,0,48.4
2.7,6.9,29.4
0,0,0
0,0,50
4,14.3,31.6
0,100,0
5.2,8.9,52.1
7.7,25.3,32.7
1.4,19.9,37
11,21.3,27.8
0,40.7,16
9.7,19,41.6
25,25,0
0,62.6,37.4
0,52.1,47.9
7.4,30.6,32
5.6,13.8,34.4
0,17.5,0
11.1,44.8,11.1
0,0,22.3
0,33.6,49.7
0,8.4,33.2
0,0,40
8.8,26.1,30.4
24.2,25.1,25.5
0,14.4,14.4
0,39.1,36.3
0,17.6,7.1
0,48.5,12.6
0,50,50
0,5.2,62.1
0,0,50
0,0,100
0,16.3,17.4
0,0,58.3
0,50.5,0
2.3,25.7,35
0,8.1,39.8
0,16.5,33
0,0,49.5
2.5,28.9,38
0,5.1,39.5
11.7,28.7,26.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,25
0,48.5,16.6
0,33.7,49.2
6.8,27,16.4
13.9,24.1,17.8
100,0,0
0,0,0
4.4,29.2,24.7
12.2,20.8,36.8
6.9,23.6,41.1
0,0,50.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,66.4
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,50.1,25.5
0,0,22.1
4.8,49.4,31.8
0,0,25
33.3,0,0
0,100,0
0,14.5,28.7
0,0,0
0,0,0
10.8,11.2,56.4
7.1,34,25.9
0,19.8,40.5
0,0,43.3
0,33.3,33.3
12,43.7,6.5
0,0,33
0,0,0
0,0,25
0,100,0
0,100,0
17.1,47.6,0
19.4,80.6,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,67.9,32.1
0,0,33.8
0,0,0
0,0,33.8
0,50,0
0,0,0
0,0,0
8.5,8.3,49.9
2.7,24.2,32.4
0,0,33.1
3.7,16.1,41.9
0,62,12.3
0,0,36
0,20.5,19.5
0,50,50
0,0,0
12.1,12,50.8
0,0,0
5.3,39.7,24.7
0,0,0
20.3,0,40.7
0,50.1,0
15.2,40.3,12.6
0,0,0
0,0,0
0,0,67.4
0,0,0
0,50,0
8.8,6.6,48.3
5.6,18.9,53.1
0,0,0
0,24.4,22.7
9.4,10.3,65.2
16.3,0,33.8
9.2,18,18.7
0,0,100
0,0,0
0,38.6,0
4,31.7,24.4
100,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
4.7,26,46.4
0,27.3,18.1
0,33.7,17.9
0,50,0
8.6,18.6,38.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,16.4
0,32.9,34.5
0,43.7,9.4
0,0,20.4
0,0,49.5
0,20.9,79.1
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,20.1,20.1
0,10.1,60.2
11.7,43.2,16.3
0,0,100
0,0,0
50,50,0
16.6,0,16.6
0,66,0
13.7,36.5,18.9
0,20,19.8
7.4,31.8,24.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
10.7,18.1,27.7
0,0,35.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,66.7
0,10.2,79.3
0,0,49.1
0,100,0
0,7.1,50
0,0,74.8
18.7,81.3,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,100,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
17.1,18.2,24.8
0,12.6,62.3
0,0,0
0,0,0
0,40.2,19.5
0,0,0
0,0,100
0,49.4,13.5
0,11.2,44.5
9.9,29.9,30.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,39.9,19.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,24
0,0,80.3
0,24.9,25.2
0,12.5,38
0,33.3,33.3
0,16.9,49.9
0,0,49.1
0,30,45.2
0,0,0
0,0,24.5
15.7,33.8,16.7
0,67.1,21.8
0,33,34
0,0,0
14.2,35.2,7.3
11.9,37,28.9
12.4,22.2,33.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
1.8,29.2,19.7
0,49.8,0
0,16.5,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,50,50
0,28.3,40.3
0,32.7,0
0,11.8,30.2
4,23.3,35.1
0,100,0
0,0,0
10.8,39.5,21.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,11.9,14.4
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
6.8,30.1,30.6
0,0,40.1
0,25.1,24.7
0,0,0
10.3,17.5,45.6
2.9,16.6,48.9
0,35.2,20.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
28.8,31.3,0
0,0,51.5
0,24.4,50.8
0,15.2,42.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,61.4,19.6
8,22.5,65
0,0,0
0,0,25
0,32.1,0
0,0,0
0,15.5,42.6
28.1,27.3,0
0,13.3,0
2.6,25.8,43.3
51.3,48.7,0
0,25.2,0
0,0,0
18.9,13.1,36
3.9,7.6,69.4
7.5,26.1,25.9
0,16.4,8.3
11.8,36.4,21
9.6,37.1,19.4
18.8,23.4,11.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,100,0
0,83.4,0
0,56.6,14.5
0,0,0
0,0,77.8
8.5,17.5,53.2
0,0,50
0,0,50
10.5,26.5,31.1
0,0,59.8
0,0,49.7
0,100,0
0,17.6,73.5
25.3,0,0
0,0,18.7
0,0,47.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,79.7,20.3
0,49.7,0
0,20,40.1
0,0,0
0,24.6,50.8
0,0,20
0,0,38.6
0,20.3,54.7
0,20.5,19.2
0,0,0
4.6,40.8,34.2
0,25.7,31.2
0,0,34.9
0,1.8,66.6
0,0,0
0,25.1,49.1
0,0,33.3
0,25,0
0,100,0
0,0,0
8.4,33.1,24.9
29.2,41,14.2
0,100,0
0,30.9,46.2
5.2,21.1,33.8
0,39.4,20.7
0,50,0
0,7.4,37.2
0,50.8,0
0,0,0
0,0,0
0,0,33.8
14.8,28.9,28.5
0,0,64.6
0,32.8,33.2
0,0,0
0,0,14.1
10.7,39.1,17.8
0,100,0
0,0,20
7.4,37,16.7
8.7,24,47.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,66.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
15.4,0,40.8
0,37.3,0
0,0,36.1
3,19.9,31.6
0,32.6,22.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,19.6,0
7.8,23.7,36.2
0,0,100
0,72.4,13.8
0,23.6,0
0,100,0
0,0,0
13.5,32.2,23.3
12.6,9.5,46.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,69.2,0
0,31,22.7
100,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
32.8,33,0
0,0,41.3
12.3,0,75.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,19.7,39.7
0,100,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,9.1,27
0,0,0
0,5,50.1
0,100,0
1.6,35.9,25.5
0,0,0
0,27.6,50.9
0,0,68.3
0,80.9,0
0,0,32.6
0,0,29.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.6,12,41.1
0,0,33.3
0,0,33.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.1,54.6,15.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,31.5
0,42.7,9.4
0,0,0
9.3,25.9,47.1
0,48.6,0
0,41.8,9.1
6.6,18.6,24.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.2,26.6,10.3
0,0,32.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,25.3,49.5
0,0,100
0,71.6,9.4
0,35.1,32.5
5.8,6,59
0,0,59.9
50,0,0
0,28.6,28.6
0,0,83.9
8.2,41.5,33.9
0,0,49.9
2.9,20.3,37.4
0,25,0
0,0,34.7
0,0,0
0,0,0
0,0,0
0,14.1,14.7
17,13.2,52.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
10.1,44.1,18.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,39.7,0
11.2,44.7,21.8
11.2,34.9,22.5
7.1,28.8,36.3
9.3,9.8,30.8
0,33.4,0
0,0,49.3
6.7,32,41.8
8,33.7,16.1
25,25,12.6
50,0,0
2.7,10.2,70.9
24.6,0,49.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
10,20.2,30.7
0,33.3,0
0,0,0
1.9,53.5,20.7
0,33.3,33.6
0,100,0
0,48.9,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
5.1,16.6,57.4
0,33.9,0
0,0,100
0,12.7,49.2
0,9.9,80.2
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,26.2,24.4
0,0,0
4.6,33.9,37.6
0,0,0
0,0,39.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,50
0,0,63
0,19.5,49.9
9.2,39.2,15
0,0,67.1
0,0,0
17.8,54,9.8
0,0,33.3
0,100,0
0,0,0
0,0,29.7
0,0,44
9.9,4.8,60.4
0,100,0
15.7,0,62.9
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,100,0
0,0,62.9
0,0,100
0,25,0
0,49.9,50.1
0,0,26
0,28.5,31.3
26.5,0,46.9
0,66.1,0
0,0,0
3.1,23.6,26.8
6,32.1,28.8
5.2,38.7,20.7
0,0,0
6.8,8.5,51.3
0,52.9,0
0,0,0
33.5,33.3,0
21.3,0,14.8
0,62.9,11.8
0,0,0
0,0,30
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,33.2,33.7
0,0,100
0,0,0
10.9,35.8,27.5
0,29.7,18.1
0,44.3,11.5
8.3,24.1,32.3
13.4,21.7,28.8
3.6,21,37
5.5,17.7,38.7
0,13.6,39
0,39.7,41.9
10.7,13.9,21.2
9.3,13.9,12.2
0,23.5,40.1
5.7,26.2,13.9
7.7,44.8,15.8
7.2,14.7,46.1
3.1,12,49
0,33,67
10.4,19.2,25.1
0,6.4,23.1
0,0,19.8
9.1,8.1,40.9
0,18.9,31
33.7,32.4,0
0,20.4,19.6
0.6,10.1,26
0,18.2,18.3
0,0,32.7
0,59.9,0
6.6,22,38.4
0,23.5,17.4
0.7,32.9,16.6
0,30,44.8
0,43.3,20.2
5.3,32.4,24.3
6.7,12.7,34.1
12.5,24.7,25.3
3.1,14.9,23.8
11.8,15.7,52.9
1.7,13.3,51.8
8.4,10.2,20.4
0,14.8,16.3
3.8,20.1,53.5
6.4,31.2,19.4
0,9.6,9.5
0,38.5,22.4
0,0,40.2
15.9,17.8,32.8
6.6,28,19
2.9,8.4,40.1
0,14.7,62.2
